date;knn_class_literal;knn_result;knn_score;title;url
10/23/2020;feminism;4;1.27;Castilla y León aplicará el toque de queda desde este sábado;https://www.eldiario.es/politica/castilla-y-leon-aplicara-el-toque-de-queda-desde-este-sabado_1_6316048.html
10/23/2020; ;-1;1.47;"Castilla y León sopesa cómo ordenar un toque de queda desde ""las 9 o las 10""";https://www.eldiario.es/sociedad/castilla-y-leon-sopesa-como-ordenar-un-toque-de-queda-desde-las-9-o-las-10_1_6314787.html
10/23/2020; ;-1;1.52;Consejo Extraordinario en Castilla y León para aprobar el toque de queda;https://www.eldiario.es/sociedad/consejo-extraordinario-en-castilla-y-leon-para-aprobar-el-toque-de-queda_1_6316870.html
10/23/2020; ;-1;1.56;"Castilla y León aprobará hoy el toque de queda e Illa reclama ""apoyos claros"" para poder extenderlo en toda España más de quince días";https://www.eldiario.es/castilla-y-leon/castilla-leon-aprobara-hoy-toque-queda-e-illa-reclama-apoyos-extenderlo-espana-quince-dias_1_6315397.html
10/23/2020; ;-1;1.60;Castilla y León cierra Ponferrada y prorroga el confinamiento en Miranda de Ebro (Burgos) y Pedrajas de San Esteban (Valladolid);https://www.eldiario.es/castilla-y-leon/castilla-leon-cierra-ponferrada-prorroga-confinamiento-mirada-ebro-burgos-pedrajas-san-esteban-valladolid_1_6315463.html
10/23/2020; ;-1;1.70;Se suspenden las visitas y el acompañamiento en los hospitales y centros de salud de Castilla y León por la evolución de la pandemia;https://www.eldiario.es/castilla-y-leon/suspenden-visitas-acompanamiento-hospitales-castilla-leon-evolucion-pandemia_1_6316550.html
10/23/2020; ;-1;1.79;La Junta de Castilla y León establece el toque de queda desde las 22.00 horas del sábado;https://www.eldiario.es/castilla-y-leon/junta-castilla-leon-aborda-establecer-toque-queda-temor-prevaricar-desacuerdos-hora-tope_1_6317230.html
10/23/2020; ;-1;2.01;"Castilla y León tacha de ""despropósito"" la subida del IVA a las bebidas azucaradas";https://www.eldiario.es/economia/castilla-y-leon-tacha-de-desproposito-la-subida-del-iva-a-las-bebidas-azucaradas_1_6316873.html
10/23/2020; ;-1;2.72;Un pueblo del condado de Treviño (Burgos) pide que se le trate como a Álava y que no se le aplique el toque de queda de Castilla y León;https://www.eldiario.es/castilla-y-leon/provincias/burgos/pueblo-condado-trevino-burgos-pide-le-trate-alava-no-le-aplique-toque-queda-castilla-leon_1_6316501.html
10/23/2020; ;-1;2.83;Castilla y León supera por primera vez los 2.000 contagios nuevos y reporta 23 fallecimientos;https://www.eldiario.es/castilla-y-leon/castilla-leon-supera-primera-vez-2-000-contagios-nuevos-reporta-23-fallecimientos_1_6316021.html
10/23/2020; ;-1;2.94;El enclave de Treviño quiere ser tratado como Álava para librarse del toque de queda de Castilla y León;https://www.eldiario.es/euskadi/enclave-trevino-quiere-tratado-alava-librarse-toque-queda-castilla-leon_1_6317649.html
10/23/2020; ;-1;5.30;Los contagios se disparan en Castilla y León con 2.008 en un día y 23 muertos;https://www.eldiario.es/politica/los-contagios-se-disparan-en-castilla-y-leon-con-2-008-en-un-dia-y-23-muertos_1_6316592.html
10/23/2020; ;-1;5.30;Los contagios se disparan en Castilla y León con 2.008 en un día y 23 muertos;https://www.eldiario.es/politica/los-contagios-se-disparan-en-castilla-y-leon-con-2-008-en-un-dia-y-23-muertos_1_6316121.html
10/23/2020; ;-1;5.30;Los contagios se disparan en Castilla y León con 2.008 en un día y 23 muertos;https://www.eldiario.es/sociedad/los-contagios-se-disparan-en-castilla-y-leon-con-2-008-en-un-dia-y-23-muertos_1_6317537.html
10/23/2020; ;-1;5.30;Los contagios se disparan en Castilla y León con 2.008 en un día y 23 muertos;https://www.eldiario.es/sociedad/los-contagios-se-disparan-en-castilla-y-leon-con-2-008-en-un-dia-y-23-muertos_1_6317599.html
10/23/2020; ;-1;5.30;Los contagios se disparan en Castilla y León con 2.008 en un día y 23 muertos;https://www.eldiario.es/sociedad/los-contagios-se-disparan-en-castilla-y-leon-con-2-008-en-un-dia-y-23-muertos_1_6316871.html
10/24/2020; ;-1;1.61;El Consejo de Ministros se reúne este domingo para aprobar el estado de alarma;https://www.eldiario.es/la-rioja/el-consejo-de-ministros-se-reune-este-domingo-para-aprobar-el-estado-de-alarma_1_11157205.html
10/24/2020; ;-1;1.66;El toque de queda en Castilla y León adelanta la gala inaugural de la Seminci;https://www.eldiario.es/sociedad/el-toque-de-queda-en-castilla-y-leon-adelanta-la-gala-inaugural-de-la-seminci_1_6318539.html
10/24/2020; ;-1;1.74;Castilla y León aplica desde hoy y durante 14 días el toque de queda entre las 22.00 y las 06.00 horas;https://www.eldiario.es/politica/castilla-y-leon-aplica-desde-hoy-y-durante-14-dias-el-toque-de-queda-entre-las-22-00-y-las-06-00-horas_1_6318187.html
10/24/2020; ;-1;1.89;Castilla y León vuelve a superar el récord de casos con 2.015 nuevos positivos y 27 personas fallecidas;https://www.eldiario.es/castilla-y-leon/castilla-leon-vuelve-superar-record-casos-2-015-nuevos-positivos_1_6318652.html
10/24/2020; ;-1;1.91;El boletín de Castilla y León publica el toque de queda que intenta evitar el colapso sanitario si la incidencia no se reduce a mediados de noviembre;https://www.eldiario.es/castilla-y-leon/bocyl-castilla-leon-publica-toque-queda-evitar-colapso-sanitario-si-incidencia-no-reduce-mediados-noviembre_1_6318194.html
10/24/2020; ;-1;3.23;Las patologías de los aparatos respiratorio, digestivo y circulatorio supusieron el 41% de ingresos en Castilla y León;https://www.eldiario.es/castilla-y-leon/patologias-aparatos-respiratorio-digestivo-circulatorio-supusieron-41-ingresos-castilla-leon_1_6318586.html
10/24/2020; ;-1;4.71;Los contagios se disparan en Castilla y León con 2.015 en un día y 28 decesos;https://www.eldiario.es/sociedad/los-contagios-se-disparan-en-castilla-y-leon-con-2-015-en-un-dia-y-28-decesos_1_6318844.html
10/24/2020; ;-1;7.16;Los contagios se disparan en Castilla y León con 2.015 en un día y 27 decesos;https://www.eldiario.es/sociedad/los-contagios-se-disparan-en-castilla-y-leon-con-2-015-en-un-dia-y-27-decesos_1_6318705.html
10/25/2020;poor;6;0.75;"La reducción de trenes expulsa a los trabajadores de Castilla y León y les empuja a Madrid: ""Renfe nos echa. Nos sentimos abandonados""";https://www.eldiario.es/castilla-y-leon/reduccion-trenes-expulsa-trabajadores-castilla-leon-les-empuja-madrid-renfe-echa-sentimos-abandonados_1_6299901.html
10/25/2020;politics;3;1.01;Argucias y polémicas del principal estratega de Ayuso;https://elpais.com/espana/madrid/2020-10-25/el-estratega-de-ayuso-curtido-en-la-polemica-diestro-en-el-golpe-bajo.html
10/25/2020; ;-1;1.10;El Pleno del Parlamento debate el convenio sanitario con Castilla y León, la situación de la Atención Primaria y el proyecto de la mina de zinc;https://www.eldiario.es/cantabria/ultimas-noticias/el-pleno-del-parlamento-debate-el-convenio-sanitario-con-castilla-y-leon-la-situacion-de-la-atencion-primaria-y-el-proyecto-de-la-mina-de-zinc_1_6319614.html
10/25/2020; ;-1;1.66;Castilla y León estrena el toque de queda en España en medio de la normalidad;https://www.eldiario.es/sociedad/castilla-y-leon-estrena-el-toque-de-queda-en-espana-en-medio-de-la-normalidad_1_6319312.html
10/25/2020; ;-1;1.74;Castilla y León baja a 1.453 nuevos casos y mantiene la cifra de muertos en hospitales, 27;https://www.eldiario.es/sociedad/castilla-y-leon-baja-a-1-453-nuevos-casos-y-mantiene-la-cifra-de-muertos-en-hospitales-27_1_6319898.html
10/25/2020; ;-1;1.84;Castilla y León notifica 1.453 nuevos positivos y 27 fallecimientos;https://www.eldiario.es/castilla-y-leon/castilla-leon-notifica-1-453-nuevos-positivos-27-fallecimientos_1_6319842.html
10/25/2020; ;-1;2.19;Castilla y León mantiene el toque de queda de 22.00 a 6.00 y renuncia al confinamiento perimetral;https://www.eldiario.es/castilla-y-leon/castilla-leon-mantiene-toque-queda-acordado-pasado-jueves-renuncia-confinamiento-perimetral-comunidad-589-casos-100-000-habitantes_1_6320163.html
10/25/2020; ;-1;2.35;Cvirus.- Castilla y León mantiene el toque de queda y descarta el confinamiento perimetral;https://www.eldiario.es/politica/cvirus-castilla-y-leon-mantiene-el-toque-de-queda-y-descarta-el-confinamiento-perimetral_1_6320580.html
10/25/2020; ;-1;2.70;Castilla y León reduce a 1.453 los nuevos casos;https://www.eldiario.es/sociedad/castilla-y-leon-reduce-a-1-453-los-nuevos-casos_1_6320063.html
10/25/2020; ;-1;3.69;Castilla y León mantiene los horarios de toque de queda y descarta el confinamiento perimetral;https://www.eldiario.es/sociedad/castilla-y-leon-mantiene-los-horarios-de-toque-de-queda-y-descarta-el-confinamiento-perimetral_1_6320604.html
10/26/2020;feminism;4;0.54;Podemos presenta una PNL para proteger a las víctimas de violencia de género de Castilla y León que viven fuera de España;https://www.eldiario.es/castilla-y-leon/presenta-pnl-proteger-victimas-violencia-genero-castilla-leon-viven-fuera-espana_1_6322780.html
10/26/2020; ;-1;1.20;"El PSOE de Castilla y León respalda a la Junta ante la segunda ola de COVID-19: ""No es tiempo de confrontación""";https://www.eldiario.es/castilla-y-leon/psoe-castilla-leon-respalda-junta-segunda-ola-covid-19_1_6325256.html
10/26/2020;feminism;4;1.27;La Justicia tumba el toque de queda que decretó Castilla y León, pero la medida se mantendrá bajo el estado de alarma;https://www.eldiario.es/castilla-y-leon/justicia-tumba-toque-queda-decreto-castilla-leon-medida-mantendra-alarma_1_6323418.html
10/26/2020; ;-1;1.33;Respaldo unánime del Parlamento al convenio con Castilla y León para colaborar en sanidad y otras materias;https://www.eldiario.es/cantabria/ultimas-noticias/respaldo-unanime-del-parlamento-al-convenio-con-castilla-y-leon-para-colaborar-en-sanidad-y-otras-materias_1_6325525.html
10/26/2020; ;-1;1.80;Castilla y León pone fecha al posible 'colapso' hospitalario: 15 de noviembre;https://www.eldiario.es/sociedad/castilla-y-leon-pone-fecha-al-posible-colapso-hospitalario-15-de-noviembre_1_6326241.html
10/26/2020; ;-1;1.80;Castilla y León pone fecha al posible 'colapso' hospitalario: 15 de noviembre;https://www.eldiario.es/sociedad/castilla-y-leon-pone-fecha-al-posible-colapso-hospitalario-15-de-noviembre_1_6325222.html
10/26/2020; ;-1;1.87;Castilla y León no descarta el cierre de toda la comunidad y ve posible un nuevo confinamiento domiciliario;https://www.eldiario.es/castilla-y-leon/consejera-sanidad-no-descarta-confinamiento-perimetral-castilla-leon-dice-posible-llegue-domiciliario_1_6323064.html
10/26/2020; ;-1;2.04;Estas son las restricciones en cada comunidad;https://elpais.com/sociedad/2020-10-26/estas-son-las-restricciones-en-cada-comunidad.html
10/26/2020; ;-1;2.09;Castilla y León pide a la presidenta de la Comisión que tenga en cuenta la despoblación para los fondos de la UE;https://www.eldiario.es/castilla-y-leon/castilla-leon-pide-presidenta-comision-tenga-cuenta-reto-demografico-distribucion-fondos-europeos_1_6327671.html
10/26/2020; ;-1;3.44;Castilla y León mejora datos, aunque notifica mil casos diarios y 23 muertos;https://www.eldiario.es/sociedad/castilla-y-leon-mejora-datos-aunque-notifica-mil-casos-diarios-y-23-muertos_1_6326239.html
10/26/2020;institutions;10;3.47;Toque de queda: este es el horario en cada comunidad;https://elpais.com/sociedad/2020-10-26/toque-de-queda-este-es-el-horario-en-cada-comunidad.html
10/26/2020; ;-1;4.11;El nuevo estado de alarma llega con confinamientos por toda España;https://elpais.com/espana/2020-10-26/el-nuevo-estado-de-alarma-llega-con-confinamientos-por-toda-espana.html
10/26/2020; ;-1;4.53;Castilla y León registra 166 muertos por COVID-19 en la última semana;https://www.eldiario.es/castilla-y-leon/castilla-leon-registra-166-muertos-covid-19-ultima-semana_1_6327471.html
10/27/2020;poor;6;0.71;Los sindicatos advierten a la Junta de Castilla y León de que los datos de paro van a empeorar y le piden que actúe;https://www.eldiario.es/castilla-y-leon/sindicatos-advierten-junta-castilla-leon-datos-paro-empeorar-le-piden-actue_1_6359870.html
10/27/2020;poor;6;0.74;"Los empresarios de Castilla y León insisten en que la evolución del mercado laboral ""no mejorará"" sin un apoyo ""inmediato"" a las empresas";https://www.eldiario.es/castilla-y-leon/empresarios-castilla-leon-insisten-evolucion-mercado-laboral-no-mejorara-apoyo-inmediato-empresas_1_6350794.html
10/27/2020;poor;6;0.75;"Los sindicatos ven ""insuficiente"" la propuesta de la Junta de Castilla y León para el Plan de Choque y dudan de su voluntad de acuerdo";https://www.eldiario.es/castilla-y-leon/sindicatos-ven-insuficiente-propuesta-junta-castilla-leon-plan-choque-dudan-voluntad-acuerdo_1_6366952.html
10/27/2020;poor;6;0.85;La tasa de paro sube hasta el 12,49% en Castilla y León según la EPA;https://www.eldiario.es/castilla-y-leon/tasa-paro-sube-12-49-castilla-leon-epa_1_6354923.html
10/27/2020; ;-1;1.08;BayWa suscribe un nuevo 'PPA' con Statkraft para una planta solar de 42 MW en Castilla y León;https://www.eldiario.es/economia/baywa-suscribe-un-nuevo-ppa-con-statkraft-para-una-planta-solar-de-42-mw-en-castilla-y-leon_1_6346239.html
10/27/2020;feminism;4;1.15;La Junta de Castilla y León archivará 276 denuncias por incumplimiento del toque de queda del sábado al carecer de cobertura legal;https://www.eldiario.es/castilla-y-leon/junta-castilla-leon-archivara-276-denuncias-incumplimiento-toque-queda-sabado-carecer-cobertura-legal_1_6366162.html
10/27/2020;culture;1;1.16;"La Consejería de Cultura no se plantea ""a día de hoy"" cerrar cines y teatros en Castilla y León";https://www.eldiario.es/castilla-y-leon/consejeria-cultura-no-plantea-dia-hoy-cerrar-cines-teatros-castilla-leon_1_6362856.html
10/27/2020;culture;1;1.35;Castilla y León y Extremadura lideran las nominaciones a los premios Porc d'Or Ibérico 2020;https://www.eldiario.es/economia/castilla-y-leon-y-extremadura-lideran-las-nominaciones-a-los-premios-porc-d-or-iberico-2020_1_6366617.html
10/27/2020; ;-1;1.61;Castilla y León registra 1.357 nuevos casos de COVID y 18 fallecimientos en hospitales;https://www.eldiario.es/castilla-y-leon/castilla-leon-registra-1-357-nuevos-casos-covid-18-fallecimientos-hospitales_1_6358760.html
10/27/2020; ;-1;1.66;Revilla y Mañueco reivindican el puente de Noguerol y La Engaña en la firma del convenio entre Cantabria y Castilla y León;https://www.eldiario.es/cantabria/ultimas-noticias/revilla-y-manueco-reivindican-el-puente-de-noguerol-y-la-engana-en-la-firma-del-convenio-entre-cantabria-y-castilla-y-leon_1_6366113.html
10/27/2020; ;-1;1.72;"Castilla y León implanta la huella legislativa para ""conocer qué y quiénes influyen"" en la elaboración de las leyes";https://www.eldiario.es/castilla-y-leon/castilla-leon-implanta-huella-legislativa-conocer-influyen-elaboracion-leyes_1_6366143.html
10/27/2020; ;-1;1.89;Castilla y León y Cantabria descartan el confinamiento por el momento;https://www.eldiario.es/sociedad/castilla-y-leon-y-cantabria-descartan-el-confinamiento-por-el-momento_1_6358219.html
10/27/2020; ;-1;1.89;Castilla y León y Cantabria descartan el confinamiento por el momento;https://www.eldiario.es/sociedad/castilla-y-leon-y-cantabria-descartan-el-confinamiento-por-el-momento_1_6366100.html
10/27/2020; ;-1;2.35;Media España se encamina al cierre perimetral de cara al puente de Todos los Santos;https://elpais.com/sociedad/2020-10-27/media-espana-se-encamina-al-cierre-perimetral-de-cara-al-puente-de-todos-los-santos.html
10/27/2020; ;-1;3.01;Castilla y León informará este miércoles de nuevas medidas restrictivas mientras los expertos descartan el cierre perimetral;https://www.eldiario.es/castilla-y-leon/castilla-leon-decide-tarde-si-impone-cierre-perimetral-u-opta-nuevas-medidas-restrictivas_1_6357074.html
10/27/2020; ;-1;4.85;Madrid, Castilla-La Mancha y Castilla y León se reúnen para decidir cierres perimetrales que afectan a 11 millones de personas;https://www.eldiario.es/politica/madrid-castilla-mancha-castilla-leon-reunen-decidir-cierres-perimetrales-afectan-11-millones-personas_1_6366959.html
10/28/2020;politics;3;1.00;"Tudanca ironiza con que la gestión de Ayuso no sea ""ejemplo"" para los confinamientos en Castilla y León";https://www.eldiario.es/castilla-y-leon/tudanca-ironiza-gestion-ayuso-no-sea-ejemplo-confinamientos-castilla-leon_1_6369095.html
10/28/2020;culture;1;1.40;"Castilla y León cierra su territorio hasta el 9 de noviembre y llama a su población al ""autoconfinamiento inteligente""";https://www.eldiario.es/castilla-y-leon/castilla-leon-cierra-fronteras-9-noviembre_1_6369905.html
10/28/2020; ;-1;1.41;Reconstrucción de un pacto fallido: Ayuso rompe el acuerdo con Castilla y León y Castilla-La Mancha para cerrar Madrid hasta el 9 de noviembre;https://elpais.com/espana/madrid/2020-10-28/reconstruccion-de-un-pacto-fallido-ayuso-rompe-el-acuerdo-con-castilla-y-leon-y-castilla-la-mancha-para-cerrar-madrid-hasta-el-9-de-noviembre.html
10/28/2020; ;-1;1.41;Madrid decidirá sobre su cierre tras una cumbre con los presidentes de ambas Castillas;https://elpais.com/espana/madrid/2020-10-28/madrid-decidira-sobre-su-cierre-tras-una-cumbre-con-los-presidentes-de-ambas-castillas.html
10/28/2020; ;-1;1.57;Ayuso pide limitar el cierre de Madrid al puente mientras Castilla-La Mancha y Castilla y León se confinan hasta el 9 de noviembre;https://www.eldiario.es/politica/ayuso-pide-limitar-cierre-madrid-puente-castilla-mancha-castilla-leon-confinan-dia-9_1_6369704.html
10/28/2020; ;-1;1.76;La inversión real del Gobierno cae en Castilla y León aunque se compensará con los fondos de recuperación y resiliencia;https://www.eldiario.es/castilla-y-leon/economia/inversion-real-gobierno-cae-castilla-leon-compensara-fondos-recuperacion-resiliencia_1_6370223.html
10/28/2020; ;-1;1.77;Castilla-La Mancha y Castilla y León cierran perimetralmente hasta el 9 de noviembre y Madrid pide cerrar solo los días de puente;https://elpais.com/espana/madrid/2020-10-28/madrid-castilla-la-mancha-y-castilla-y-leon-acuerdan-cerrar-sus-fronteras-hasta-el-9-de-noviembre.html
10/28/2020; ;-1;3.11;Castilla y León notifica 1.179 casos nuevos de COVID-19 y 21 muertes;https://www.eldiario.es/castilla-y-leon/castilla-leon-notifica-1-179-casos-nuevos-covid-19-21-muertes_1_6368515.html
10/28/2020;institutions;10;3.27;Castilla y León baraja el confinamiento domiciliario en toda la comunidad si las cifras no mejoran en 10 días;https://www.eldiario.es/castilla-y-leon/castilla-leon-baraja-confinamiento-domiciliario-comunidad-si-cifras-no-mejoran-10-dias_1_6370185.html
10/28/2020; ;-1;4.53;Los cierres perimetrales aíslan en vísperas del puente a casi todas las autonomías;https://elpais.com/sociedad/2020-10-28/los-cierres-perimetrales-aislan-en-visperas-del-puente-a-casi-todas-las-autonomias.html
10/29/2020;politics;3;0.78;“¿Hablamos de acuerdo?”, preguntó Mañueco. “Hablamos de acuerdo”, contestó Page. “Hablamos de acuerdo”, cerró Ayuso;https://elpais.com/sociedad/2020-10-29/hablamos-de-acuerdo-pregunto-manueco-hablamos-de-acuerdo-contesto-page-hablamos-de-acuerdo-cerro-ayuso.html
10/29/2020;politics;3;0.95;La consejera de Sanidad de Castilla y León asegura que Ayuso rompió el acuerdo sobre el cierre perimetral en la rueda de prensa;https://www.eldiario.es/castilla-y-leon/consejera-sanidad-castilla-leon-asegura-ayuso-rompio-acuerdo-cierre-perimetral-tres-rueda-prensa_1_6372210.html
10/29/2020;politics;3;1.08;"Castilla y León: ""Había un acuerdo claro"" sobre el confinamiento de Madrid";https://www.eldiario.es/sociedad/castilla-y-leon-habia-un-acuerdo-claro-sobre-el-confinamiento-de-madrid_1_6372574.html
10/29/2020;politics;3;1.08;"Castilla y León: ""Había un acuerdo claro"" sobre el confinamiento de Madrid";https://www.eldiario.es/sociedad/castilla-y-leon-habia-un-acuerdo-claro-sobre-el-confinamiento-de-madrid_1_6372790.html
10/29/2020;politics;3;1.08;"Castilla y León: ""Había un acuerdo claro"" sobre el confinamiento de Madrid";https://www.eldiario.es/sociedad/castilla-y-leon-habia-un-acuerdo-claro-sobre-el-confinamiento-de-madrid_1_6372739.html
10/29/2020; ;-1;1.13;Ciudadanos presiona a Ayuso para que cierre Madrid hasta el 9-N: “No estamos para ocurrencias”;https://elpais.com/espana/madrid/2020-10-29/aguado-quiere-cerrar-madrid-hasta-el-9-de-noviembre-y-ayuso-insiste-es-mejor-hacerlo-por-dias.html
10/29/2020; ;-1;1.22;"La consejera de Sanidad advierte de que la situación en Castilla y León es ""de riesgo extremo"", con 700,59 casos por 100.000 habitantes";https://www.eldiario.es/castilla-y-leon/consejera-sanidad-advierte-situacion-castilla-leon-riesgo-extremo-700-59-casos-100-000-habitantes_1_6373238.html
10/29/2020;culture;1;1.26;Palacio de las Salinas, balneario ‘belle époque’ en la meseta castellana;https://elpais.com/elviajero/2020/10/29/actualidad/1603966208_610410.html
10/29/2020; ;-1;1.32;Castilla y León lidera la presión hospitalaria por COVID-19: 61 de cada 100.000 habitantes están ingresados;https://www.eldiario.es/castilla-y-leon/castilla-leon-lidera-presion-hospitalaria-covid-19-61-100-000-habitantes-ingresados_1_6369739.html
10/29/2020; ;-1;1.86;Castilla y León vuelve a experimentar un crecimiento de casos: 1.907 nuevos contagios y 25 muertos en hospitales;https://www.eldiario.es/castilla-y-leon/castilla-leon-vuelve-experimentar-crecimiento-casos-1-907-nuevos-contagios-25-muertos-hospitales_1_6372323.html
10/29/2020; ;-1;2.01;Castilla y León pide al Gobierno poder confinar hogares si no hay mejoría;https://www.eldiario.es/sociedad/castilla-y-leon-pide-al-gobierno-poder-confinar-hogares-si-no-hay-mejoria_1_6372573.html
10/29/2020; ;-1;2.01;Castilla y León pide al Gobierno poder confinar hogares si no hay mejoría;https://www.eldiario.es/sociedad/castilla-y-leon-pide-al-gobierno-poder-confinar-hogares-si-no-hay-mejoria_1_6372488.html
10/29/2020; ;-1;2.07;El Gobierno permite a Madrid cerrar solo este puente;https://elpais.com/espana/madrid/2020-10-29/ayuso-solo-cerrara-la-comunidad-de-madrid-los-dos-proximos-puentes.html
10/29/2020; ;-1;2.30;Castilla y León establece el cierre perimetral desde las 14.00 horas del viernes y limita las reuniones a 6 personas en espacios públicos y privados;https://www.eldiario.es/castilla-y-leon/castilla-leon-establece-cierre-perimetral-14-00-horas-viernes-limita-reuniones-6-personas-espacios-publicos-privados_1_6371185.html
10/29/2020;institutions;10;2.77;Castilla y León pide poder confinar hogares si no hay mejoría en dos semanas;https://www.eldiario.es/sociedad/castilla-y-leon-pide-poder-confinar-hogares-si-no-hay-mejoria-en-dos-semanas_1_6372738.html
10/29/2020; ;-1;3.68;La Guardia Civil reforzará los controles entre Castilla y León y Madrid para evitar desplazamientos si Ayuso no cierra;https://www.eldiario.es/castilla-y-leon/guardia-civil-reforzara-controles-castilla-leon-madrid-evitar-desplazamientos-si-ayuso-no-cierra_1_6373438.html
10/29/2020; ;-1;4.02;Castilla y León en situación crítica: 1.905 casos y 26 muertes en 24 horas;https://www.eldiario.es/sociedad/castilla-y-leon-en-situacion-critica-1-905-casos-y-26-muertes-en-24-horas_1_6373036.html
10/30/2020; ;-1;1.07;Gobierno e Iberdrola impulsan medidas para evitar los daños a las aves por las líneas de alta tensión;https://www.eldiario.es/la-rioja/gobierno-e-iberdrola-impulsan-medidas-para-evitar-los-danos-a-las-aves-por-las-lineas-de-alta-tension_1_11157501.html
10/30/2020;feminism;4;1.24;"El presidente del TSJ de Castilla y León acusa al Ministerio de Justicia de ""dejadez"" y pide crear al menos 15 unidades judiciales nuevas";https://www.eldiario.es/castilla-y-leon/presidente-tsj-castilla-leon-acusa-ministerio-justicia-dejadez-pide-crear-15-unidades-judiciales-nuevas_1_6375835.html
10/30/2020; ;-1;1.48;Castilla y León suma 2.022 nuevos casos de COVID-19 y 27 fallecidos en hospitales;https://www.eldiario.es/castilla-y-leon/castilla-leon-suma-2-022-nuevos-casos-covid-19-27-fallecidos-hospitales_1_6375555.html
10/30/2020; ;-1;1.53;Respeto al cierre perimetral en Castilla y León aunque con una decena de denuncias en Soria y en Segovia;https://www.eldiario.es/castilla-y-leon/respeto-cierre-perimetral-castilla-leon-decena-denuncias-soria-segovia_1_6377240.html
10/30/2020;culture;1;1.56;El Constitucional avala la última modificación de la Ley de Caza de Castilla y León;https://www.eldiario.es/castilla-y-leon/constitucional-avala-ultima-modificacion-ley-caza-castilla-leon_1_6375492.html
10/30/2020; ;-1;1.65;Castilla y León se cierra para intentar evitar el confinamiento domiciliario;https://www.eldiario.es/sociedad/castilla-y-leon-se-cierra-para-intentar-evitar-el-confinamiento-domiciliario_1_6376929.html
10/30/2020; ;-1;2.74;Castilla y León permitirá continuar hacia Galicia a los peregrinos que están en tránsito en su territorio pese al cierre;https://www.eldiario.es/galicia/sociedad/castilla-leon-permitira-continuar-galicia-peregrinos-transito-territorio-pese-cierre_1_6376990.html
10/30/2020; ;-1;3.23;Récord de casos diarios en Castilla y León con 2.022 y 29 decesos;https://www.eldiario.es/sociedad/record-de-casos-diarios-en-castilla-y-leon-con-2-022-y-29-decesos_1_6376437.html
10/30/2020; ;-1;3.76;Las salidas por carretera de Madrid subieron ayer un 16% y se disparan las denuncias en el límite con Ávila ;https://elpais.com/espana/madrid/2020-10-30/las-salidas-por-carretera-de-madrid-subieron-ayer-un-16-mientras-se-disparan-denuncias-en-el-limite-con-avila.html
10/30/2020; ;-1;3.93;Castilla y León prepara el cierre de casi todas sus provincias y de la hostelería antes de recurrir al confinamiento domiciliario;https://www.eldiario.es/castilla-y-leon/castilla-leon-prepara-cierre-provincias-hosteleria-recurrir-confinamiento-domiciliario_1_6376817.html
10/31/2020; ;-1;1.20;El presidente de Castilla y León hace un llamamiento a la serenidad en Burgos;https://www.eldiario.es/sociedad/el-presidente-de-castilla-y-leon-hace-un-llamamiento-a-la-serenidad-en-burgos_1_6377856.html
10/31/2020; ;-1;1.20;El presidente de Castilla y León hace un llamamiento a la serenidad en Burgos;https://www.eldiario.es/sociedad/el-presidente-de-castilla-y-leon-hace-un-llamamiento-a-la-serenidad-en-burgos_1_6377461.html
10/31/2020; ;-1;1.20;El presidente de Castilla y León hace un llamamiento a la serenidad en Burgos;https://www.eldiario.es/sociedad/el-presidente-de-castilla-y-leon-hace-un-llamamiento-a-la-serenidad-en-burgos_1_6378037.html
10/31/2020; ;-1;1.20;El presidente de Castilla y León hace un llamamiento a la serenidad en Burgos;https://www.eldiario.es/sociedad/el-presidente-de-castilla-y-leon-hace-un-llamamiento-a-la-serenidad-en-burgos_1_6378533.html
10/31/2020; ;-1;4.74;Castilla y León reporta 2.183 contagios nuevos y supera los 90.000 casos desde que comenzó la pandemia;https://www.eldiario.es/castilla-y-leon/castilla-leon-reporta-2-183-contagios-22-fallecidos-covid-sabado_1_6378025.html
11/01/2020; ;-1;1.16;Los paisanos de Ayuso, perdedores en el Puente de los Santos;https://elpais.com/espana/madrid/2020-11-01/los-paisanos-de-ayuso-perdedores-en-el-puente-de-los-santos.html
11/01/2020;feminism;4;1.29;Los hosteleros de Castilla y León protestarán frente a las Cortes contra las restricciones;https://www.eldiario.es/castilla-y-leon/hosteleros-castilla-leon-protestaran-frente-cortes-restricciones_1_6379122.html
11/01/2020; ;-1;1.51;Cuarentena en un hotel: la vida en las 'las arcas de Noé' para pacientes COVID en Castilla y León;https://www.eldiario.es/castilla-y-leon/cuarentena-hotel-vida-arcas-noe-pacientes-covid-castilla-leon_1_6371315.html
11/01/2020; ;-1;3.70;Castilla y León registra 1.556 casos de COVID y 26 fallecidos;https://www.eldiario.es/castilla-y-leon/castilla-leon-registra-1-556-casos-covid-26-fallecidos_1_6379419.html
11/01/2020; ;-1;4.11;Más medidas restrictivas en Castilla y León si no baja la curva del virus;https://www.eldiario.es/politica/mas-medidas-restrictivas-en-castilla-y-leon-si-no-baja-la-curva-del-virus_1_6379157.html
11/02/2020; ;-1;1.37;Castilla y León suma 1.140 casos y 19 fallecidos por COVIVD-19;https://www.eldiario.es/castilla-y-leon/castilla-leon-suma-1-140-casos-19-fallecidos-covivd-19_1_6381023.html
